winner,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,t1_towerKills,t1_inhibitorKills,t1_baronKills,t1_dragonKills,t1_riftHeraldKills,t1_ban1,t1_ban2,t1_ban3,t1_ban4,t1_ban5,t2_towerKills,t2_inhibitorKills,t2_baronKills,t2_dragonKills,t2_riftHeraldKills,t2_ban1,t2_ban2,t2_ban3,t2_ban4,t2_ban5
2,2,2,2,0,1,0,3,0,0,2,0,84,1,114,59,122,11,2,0,2,0,21,157,119,245,201
1,1,1,1,1,2,0,9,2,1,1,0,63,103,122,150,105,8,1,0,2,0,238,3,498,40,81
2,1,1,1,2,1,1,8,4,1,2,1,18,157,105,122,164,11,3,1,1,0,412,75,122,254,31
2,1,2,2,0,2,2,1,0,0,0,0,105,18,53,516,113,7,1,0,2,1,38,150,238,31,16
2,2,2,2,1,2,0,3,0,1,0,0,134,154,63,80,11,10,6,0,4,0,157,35,89,53,23
2,1,1,2,2,1,2,5,0,0,2,0,11,154,67,84,51,7,1,1,1,1,238,154,122,63,53
1,2,1,1,1,2,0,9,2,2,1,0,18,57,202,38,429,4,0,0,2,0,85,31,117,19,38
2,2,2,2,2,1,2,0,0,0,1,0,114,51,420,24,141,11,3,1,2,1,54,24,63,89,119
1,1,1,1,0,2,0,7,1,0,1,0,119,31,63,54,17,0,0,0,1,0,35,115,498,119,31
2,2,1,2,2,2,0,2,0,0,1,0,122,29,59,57,238,8,1,1,2,0,412,114,122,6,7
2,2,2,2,1,2,0,0,0,1,2,0,3,122,31,7,121,7,2,0,2,0,157,141,134,55,51
1,2,2,2,2,1,0,7,2,1,3,0,122,18,40,31,57,7,1,1,3,0,18,90,103,238,150
1,1,1,1,0,1,0,10,2,0,2,0,67,119,29,19,36,0,0,0,0,0,24,119,238,164,113
2,2,2,2,2,1,0,7,0,1,3,0,31,516,157,238,107,10,4,1,2,0,11,238,157,114,164
1,2,1,1,1,1,0,11,2,1,2,0,29,117,40,60,-1,2,0,0,0,0,117,497,154,157,40
1,1,1,0,0,1,1,6,0,0,1,1,122,31,117,24,67,0,0,0,0,0,19,141,38,31,238
1,2,1,1,1,1,2,10,2,1,2,0,31,119,91,28,39,1,0,0,0,1,92,122,21,31,105
1,1,1,1,2,2,0,9,2,0,1,0,91,122,157,7,53,6,0,1,2,0,75,164,122,114,64
1,1,1,1,1,1,1,10,3,2,3,1,110,117,18,31,113,1,0,0,0,0,33,119,157,18,96
1,1,1,1,1,2,0,11,3,1,2,0,238,157,31,35,45,2,0,0,2,0,121,18,38,53,-1
1,1,1,1,1,1,0,10,2,1,2,0,238,84,105,131,5,0,0,0,0,0,122,11,114,31,53
2,1,1,2,1,1,2,4,0,1,5,0,96,105,16,79,31,9,2,1,0,1,91,6,69,31,157
1,2,1,1,1,1,2,11,3,1,2,0,114,67,31,141,516,3,0,0,1,1,141,75,89,157,84
1,2,1,1,1,1,0,10,2,1,2,0,122,55,31,119,27,2,0,0,1,0,64,40,141,3,238
1,1,1,2,2,1,1,11,5,1,5,1,39,41,117,53,6,9,4,2,0,0,157,31,84,120,238
1,1,1,1,0,1,0,10,2,0,2,0,150,113,516,157,238,1,0,0,0,0,36,113,202,53,122
1,1,2,1,0,2,0,11,3,0,3,0,24,53,110,23,2,4,0,0,1,0,21,114,74,157,222
1,1,1,1,1,1,0,10,3,1,3,0,238,157,119,40,92,4,0,0,1,0,18,90,40,31,57
1,1,1,1,1,1,1,9,1,1,2,1,141,40,103,157,53,0,0,0,0,0,91,119,114,117,238
1,0,0,0,0,0,0,0,0,0,0,0,157,35,121,17,29,0,0,0,0,0,55,23,53,75,37
2,2,2,2,0,1,2,2,0,0,1,0,240,122,119,19,89,11,5,0,3,1,11,61,126,157,51
1,1,2,1,1,1,0,8,1,1,2,0,1,55,114,412,29,5,0,0,1,0,238,11,516,112,31
1,1,1,1,0,1,0,8,1,0,1,0,40,103,122,-1,412,0,0,0,0,0,29,40,92,117,516
2,2,1,2,2,2,2,1,0,0,1,0,202,154,41,115,122,11,3,1,1,1,202,6,154,238,223
1,1,1,1,1,1,2,11,3,1,2,0,67,29,40,55,19,4,0,0,0,1,238,53,154,117,40
1,2,2,1,0,1,0,10,2,0,2,0,18,90,60,75,21,4,0,0,0,0,122,45,69,114,61
1,2,1,1,0,1,1,11,3,0,3,1,157,103,7,117,498,0,0,0,0,0,61,20,114,103,427
1,1,1,1,1,1,2,11,3,1,2,0,51,154,114,103,122,4,0,0,1,1,117,119,11,498,55
1,1,1,1,1,2,1,11,2,1,1,1,53,38,157,238,412,5,0,0,1,0,141,40,114,79,31
1,1,1,1,1,2,0,11,3,1,2,0,238,150,14,7,122,1,0,0,2,0,31,2,84,75,154
2,1,1,2,2,2,2,1,0,0,1,0,29,114,11,54,516,11,3,1,3,1,157,31,141,516,114
1,1,1,1,1,1,1,11,1,1,2,1,40,38,119,8,57,2,0,0,0,0,238,57,157,4,141
1,1,1,1,1,1,1,10,2,1,2,1,90,67,40,157,31,0,0,0,0,0,119,75,32,53,90
1,1,1,1,0,1,1,11,3,0,2,1,131,432,119,157,114,0,0,0,1,0,75,84,157,17,31
2,2,1,2,2,1,0,3,0,0,2,0,1,238,28,67,154,10,2,1,1,0,238,29,113,31,64
1,1,1,1,0,2,0,10,2,0,1,0,516,40,84,-1,119,3,0,0,1,0,12,122,516,18,412
2,2,1,2,2,2,1,3,0,0,0,1,238,119,40,57,58,7,1,1,3,0,57,80,55,40,119
2,1,2,2,2,2,2,0,0,0,0,0,117,238,29,31,18,11,4,1,2,1,113,497,117,38,8
1,0,0,0,0,0,0,0,0,0,0,0,51,245,154,103,24,0,0,0,0,0,105,89,19,157,17
2,2,2,2,2,2,0,1,0,0,0,0,53,31,238,117,119,11,3,1,2,0,11,31,119,105,117
2,1,2,2,2,1,0,0,0,0,2,0,55,29,238,31,51,10,2,1,1,0,157,31,113,105,122
2,1,2,2,2,2,0,2,0,0,0,0,154,35,51,29,164,9,1,1,4,0,134,51,157,23,8
2,1,1,2,2,1,0,5,0,0,1,0,114,157,53,31,59,8,2,1,2,0,105,134,114,143,74
1,1,1,1,1,1,1,9,2,2,3,1,141,238,157,57,114,5,0,0,1,0,105,141,157,67,497
2,1,2,2,2,2,1,3,0,0,0,1,53,114,157,51,67,7,1,1,2,0,53,67,157,83,51
1,1,1,1,0,1,0,11,3,0,1,0,157,11,516,131,119,0,0,0,0,0,59,122,31,105,516
2,2,2,2,2,2,2,3,0,0,0,0,157,23,90,11,131,9,3,2,4,1,2,1,238,64,84
1,1,1,1,1,1,1,11,3,1,3,1,79,154,122,141,16,1,0,0,0,0,81,498,245,92,7
2,1,1,0,0,2,0,3,0,0,0,0,516,53,498,157,61,4,0,0,2,0,51,53,1,157,105
2,0,0,0,0,0,0,0,0,0,0,0,64,51,154,80,7,0,0,0,0,0,114,154,20,163,51
2,2,1,2,2,2,1,4,0,0,1,1,31,1,80,141,236,9,2,1,3,0,238,498,29,122,497
1,1,1,1,1,1,0,8,2,1,2,0,24,498,245,23,114,2,0,0,0,0,11,103,154,114,150
1,1,1,1,0,1,2,7,1,0,2,0,7,105,21,33,238,3,0,0,0,1,31,53,238,498,-1
1,1,1,1,0,1,0,11,3,0,2,0,105,157,238,25,154,1,0,0,0,0,38,122,119,67,80
2,2,2,2,0,2,0,0,0,0,0,0,31,119,61,154,40,9,1,0,2,0,8,516,141,117,31
1,1,2,2,1,2,2,8,1,2,0,0,23,157,103,3,57,8,1,0,3,1,18,103,254,202,31
2,1,2,2,2,1,0,3,0,0,2,0,114,141,236,31,122,10,2,1,2,0,31,157,64,516,122
1,1,1,1,1,2,1,11,5,2,3,1,157,114,99,40,119,2,0,0,1,0,105,89,31,75,427
1,2,1,1,2,1,0,9,2,0,4,0,238,37,29,420,3,0,0,1,0,0,157,114,122,53,222
1,1,1,1,0,1,1,8,2,0,3,1,141,51,157,154,11,3,0,0,1,0,67,105,90,141,157
1,2,2,2,1,1,0,9,1,1,3,0,64,40,516,157,245,6,1,0,2,0,122,121,133,31,119
2,2,2,2,2,1,1,3,0,0,1,1,40,75,8,16,18,9,1,1,2,0,90,11,114,31,40
2,2,2,2,0,2,0,2,0,0,0,0,105,91,103,51,122,7,1,0,1,0,157,133,154,35,103
1,2,1,1,0,2,0,10,2,0,2,0,105,57,75,16,11,2,0,0,1,0,16,122,40,117,48
2,2,1,2,2,2,0,3,0,0,2,0,18,122,29,157,53,7,2,1,1,0,105,31,91,103,114
2,2,2,0,0,2,2,3,0,0,0,0,38,141,40,92,117,5,0,0,2,1,150,18,38,57,119
2,2,1,2,2,1,2,5,0,0,2,0,31,16,122,24,40,10,2,1,0,1,40,25,122,157,18
1,2,1,1,1,1,1,10,2,1,3,1,429,157,114,11,119,1,0,0,0,0,25,7,238,67,84
1,1,1,1,0,2,1,11,3,0,1,1,122,105,157,119,164,1,0,0,1,0,122,67,11,53,141
2,2,2,0,0,2,0,0,0,0,0,0,31,141,40,134,117,3,0,0,1,0,134,53,119,38,31
1,1,1,0,0,1,1,4,0,0,2,1,119,90,64,54,23,0,0,0,0,0,31,75,141,55,40
2,2,2,0,0,2,2,1,0,0,0,0,238,201,119,114,117,7,0,0,1,1,89,38,516,117,113
2,2,2,2,1,1,2,7,0,1,2,0,23,154,157,11,31,8,1,0,2,1,412,238,122,154,119
2,1,1,2,0,2,1,5,0,0,2,1,53,121,76,119,99,8,1,0,1,0,53,238,121,222,17
2,1,2,0,0,2,0,0,0,0,0,0,429,114,91,119,122,5,0,0,1,0,11,84,516,8,17
1,1,2,1,1,1,2,8,1,2,2,0,29,238,154,122,498,5,0,0,1,1,412,498,117,64,51
1,1,1,1,2,1,2,9,2,0,2,0,19,122,53,157,114,2,0,1,0,1,45,62,201,203,74
2,1,1,0,0,1,0,2,0,0,2,0,420,497,23,63,157,5,0,0,1,0,53,35,107,58,157
1,1,2,0,0,1,0,4,0,0,2,0,38,7,29,114,20,1,0,0,0,0,114,55,51,154,7
2,2,2,2,2,1,1,2,0,0,1,1,117,64,141,238,38,10,2,1,2,0,29,202,154,121,141
2,1,2,0,0,2,0,1,0,0,0,0,150,45,51,28,497,4,0,0,2,0,164,-1,119,157,161
2,1,2,2,2,1,0,6,0,0,2,0,19,119,64,122,105,8,1,1,3,0,157,105,245,29,83
2,1,2,2,2,1,1,6,0,0,3,1,154,117,157,103,202,10,2,1,1,0,51,154,38,117,25
2,2,1,2,2,1,0,8,0,0,3,0,75,105,64,31,38,8,1,2,1,0,105,113,11,57,157
2,1,2,1,1,1,1,6,1,1,3,1,18,141,57,103,114,9,2,1,1,0,92,57,67,412,40
2,1,2,1,2,1,0,7,1,0,3,0,-1,114,201,42,31,7,1,1,1,0,31,157,121,119,42
1,1,1,0,0,1,1,6,0,0,1,1,154,412,51,114,8,0,0,0,0,0,7,121,51,-1,154
2,2,1,2,0,2,0,3,0,0,0,0,119,57,31,150,55,10,2,0,2,0,161,80,40,238,114
1,2,2,1,1,1,1,11,4,1,2,1,67,114,27,119,8,4,0,0,1,0,18,122,105,498,114
1,1,2,2,1,1,0,6,0,1,1,0,268,238,11,121,119,8,3,0,1,0,81,238,122,119,25
1,1,1,0,0,1,1,5,0,0,1,1,154,55,157,119,53,0,0,0,0,0,31,122,90,238,157
2,2,2,2,0,2,0,0,0,0,0,0,105,19,238,55,40,11,3,0,2,0,31,53,122,54,126
1,1,1,0,0,1,1,4,0,0,1,1,114,157,51,141,91,0,0,0,0,0,114,17,105,117,51
1,1,1,1,0,2,0,8,1,0,1,0,90,31,154,6,157,3,0,0,3,0,51,238,24,31,23
2,1,2,2,0,1,0,2,0,0,1,0,80,119,29,114,16,9,2,0,2,0,203,157,105,31,122
2,2,2,0,0,2,2,1,0,0,0,0,236,61,18,24,31,5,0,0,2,1,40,238,53,122,119
1,1,1,1,0,1,2,11,2,0,3,0,122,154,64,157,245,1,0,0,0,1,103,63,90,75,50
1,2,2,1,1,1,0,8,1,1,1,0,117,29,154,134,157,5,0,0,1,0,420,103,1,23,134
2,1,2,2,2,2,2,2,0,0,2,0,122,126,143,157,238,11,4,1,1,1,117,53,412,1,516
1,1,1,1,2,1,0,10,2,1,5,0,31,64,19,238,6,3,0,1,0,0,38,6,157,238,141
1,1,2,1,1,1,1,8,2,1,4,1,55,85,29,51,61,3,0,0,0,0,202,90,107,122,16
1,1,1,1,1,1,1,10,2,1,4,1,16,31,113,57,29,3,0,1,0,0,31,8,40,117,105
1,2,2,1,1,2,2,8,1,1,2,0,40,266,28,516,86,6,0,0,1,1,27,31,105,122,75
1,2,0,0,0,0,0,0,0,0,0,0,498,154,69,122,92,0,0,0,0,0,84,412,29,80,102
2,1,1,1,2,1,0,5,1,0,2,0,157,55,117,67,29,5,0,1,2,0,54,91,238,63,154
1,1,1,1,2,1,2,10,3,0,4,0,64,498,11,92,34,9,1,1,1,1,420,238,64,122,114
2,1,2,2,2,1,0,5,1,0,2,0,157,40,154,63,24,10,3,2,1,0,117,7,31,40,18
2,1,1,2,2,2,2,2,0,0,1,0,40,141,16,157,516,9,3,1,2,1,17,117,236,29,40
2,2,2,0,2,2,2,0,0,0,0,0,412,29,31,117,107,7,0,1,2,1,157,238,31,40,38
1,1,1,1,2,1,2,11,6,2,4,0,53,31,122,141,105,9,1,1,1,1,40,23,238,222,29
2,1,2,0,0,2,1,1,0,0,0,1,53,141,516,1,122,3,0,0,2,0,412,51,105,39,238
1,2,1,1,0,2,0,11,3,0,1,0,157,105,53,122,154,1,0,0,1,0,114,103,157,117,105
2,2,2,2,1,2,2,2,0,1,0,0,420,141,122,64,157,10,3,1,4,1,121,105,157,122,114
2,1,2,0,0,1,2,3,0,0,1,0,89,32,16,238,122,6,0,0,2,1,119,157,117,122,57
2,1,2,2,1,1,2,8,2,1,3,0,122,31,75,114,154,11,5,2,2,1,16,157,40,154,141
2,2,1,1,1,1,1,7,2,1,3,1,103,238,266,134,31,6,1,1,1,0,122,141,105,117,7
1,2,1,1,0,2,0,10,2,0,1,0,40,238,19,11,18,3,0,0,1,0,238,25,157,122,8
1,1,2,1,0,2,0,7,1,0,1,0,53,238,141,157,29,2,0,0,1,0,31,105,67,119,122
1,1,1,1,1,1,0,8,1,1,2,0,16,90,113,117,119,1,0,0,0,0,150,38,79,141,8
2,1,2,2,0,2,2,0,0,0,0,0,51,154,74,55,5,11,2,0,1,1,53,119,51,245,23
2,2,1,1,2,1,1,7,3,0,2,1,141,31,157,28,238,8,1,2,2,0,105,-1,11,103,67
2,1,1,2,1,2,0,6,1,1,1,0,89,157,141,84,23,10,3,0,3,0,122,154,25,11,114
1,2,1,1,1,2,0,10,2,1,3,0,429,32,238,53,114,4,0,0,1,0,18,103,64,31,39
2,2,2,2,2,2,2,0,0,0,0,0,498,157,266,53,114,11,3,1,2,1,55,121,114,122,58
1,1,1,1,1,1,2,8,1,1,3,0,35,157,7,154,55,3,0,0,0,1,222,238,1,498,119
2,2,2,2,0,2,2,0,0,0,0,0,420,53,67,28,31,11,3,0,2,1,105,141,119,80,25
1,1,2,1,1,1,1,11,3,2,5,1,69,245,75,29,4,4,0,0,0,0,53,154,157,122,238
1,1,1,1,0,2,0,11,2,0,1,0,80,238,29,122,141,3,0,0,2,0,23,31,40,1,53
2,2,2,1,1,2,1,8,1,2,1,1,143,114,57,21,31,10,1,0,4,0,134,63,31,121,157
1,1,2,1,2,2,1,8,2,0,3,1,37,24,238,75,18,7,0,2,2,0,86,103,53,42,34
1,1,1,0,0,0,0,2,0,0,0,0,105,420,53,74,122,0,0,0,0,0,17,31,50,14,11
2,2,2,0,0,2,0,0,0,0,0,0,119,31,53,157,28,5,0,0,1,0,53,238,11,2,141
2,2,2,2,2,2,2,1,0,0,0,0,55,157,154,114,38,11,3,1,3,1,119,154,238,157,20
1,1,1,1,2,1,1,9,2,0,3,1,126,121,238,164,157,4,0,1,0,0,51,119,31,103,141
2,1,2,2,2,1,2,1,0,0,1,0,91,498,238,105,51,10,1,1,2,1,154,105,117,23,114
2,2,2,0,0,2,2,2,0,0,0,0,31,67,55,157,516,4,0,0,1,1,105,53,63,58,31
1,2,1,0,0,1,0,5,0,0,2,0,154,412,11,61,117,1,0,0,0,0,121,497,114,28,117
2,1,1,2,2,1,1,6,0,0,1,1,238,498,105,157,154,11,3,1,1,0,64,420,105,134,67
2,1,2,2,2,2,1,2,0,0,0,1,91,92,53,154,150,11,5,1,2,0,150,105,84,89,53
1,1,1,0,0,1,1,5,0,0,2,1,119,238,29,141,6,1,0,0,0,0,18,238,157,420,31
1,1,0,0,0,0,0,0,0,0,0,0,19,114,154,119,5,0,0,0,0,0,141,201,17,53,105
2,1,2,2,2,1,2,4,0,0,2,0,240,141,157,516,24,11,4,2,2,1,16,18,429,96,92
1,1,1,1,0,1,0,10,4,0,2,0,238,11,141,84,516,3,0,0,0,0,164,31,134,143,119
1,1,1,1,2,2,0,9,2,0,2,0,90,117,157,24,84,3,0,1,2,0,84,119,154,121,412
1,2,1,1,0,1,0,7,1,0,2,0,141,122,31,6,75,1,0,0,0,0,141,113,11,75,133
2,1,1,2,2,2,0,4,0,0,0,0,157,122,51,119,105,11,3,1,3,0,105,122,120,96,75
2,1,1,0,1,2,1,4,0,1,1,1,31,154,141,40,117,3,0,0,3,0,412,114,29,75,8
2,1,2,2,2,2,2,1,0,0,0,0,420,11,154,141,51,9,1,1,3,1,23,55,202,117,157
1,1,1,1,1,1,1,10,2,1,4,1,141,53,63,119,114,1,0,0,0,0,16,19,126,39,498
2,2,2,2,0,2,2,1,0,0,0,0,51,114,18,516,154,10,2,0,2,1,105,11,58,24,40
1,1,2,1,2,2,2,7,3,1,1,0,122,80,53,141,31,9,5,2,5,1,91,67,223,432,53
1,2,2,2,2,1,2,10,2,1,3,0,29,238,31,154,105,7,1,1,1,1,38,16,53,238,11
2,2,2,1,1,1,1,5,1,2,4,1,33,122,92,498,119,7,1,0,0,0,40,23,157,53,51
1,2,1,1,1,1,0,11,3,1,3,0,498,427,64,238,7,3,0,0,0,0,238,117,240,412,154
1,1,2,1,1,1,2,8,2,2,2,0,11,105,238,19,85,3,0,0,2,1,11,23,26,157,154
1,1,1,0,0,1,0,6,0,0,2,0,157,53,51,105,17,0,0,0,0,0,45,51,122,157,11
1,1,1,1,0,1,1,8,1,0,1,1,238,412,79,157,114,0,0,0,0,0,157,121,61,55,31
1,2,2,1,0,2,0,9,2,0,0,0,157,24,122,5,85,5,0,0,4,0,105,238,53,64,412
2,2,2,2,0,1,0,0,0,0,1,0,141,245,122,238,131,9,2,0,1,0,31,105,157,18,23
2,1,2,2,0,1,0,3,0,0,2,0,134,203,157,67,90,8,1,0,0,0,119,157,412,245,134
1,1,1,1,1,1,1,9,2,1,2,1,154,57,31,141,238,1,0,0,0,0,11,31,12,114,157
1,2,2,1,0,2,2,7,1,0,0,0,157,23,19,85,45,6,1,0,2,1,498,19,17,53,157
1,2,1,1,1,2,2,11,3,1,3,0,55,105,157,154,51,0,0,0,1,1,114,117,412,57,103
2,1,2,2,0,2,1,0,0,0,0,1,141,11,117,40,119,11,3,0,1,0,40,412,98,134,113
1,1,1,1,0,1,0,7,2,0,1,0,119,64,238,53,105,0,0,0,0,0,122,105,141,154,53
2,2,2,0,0,1,0,2,0,0,1,0,154,238,420,51,61,4,0,0,1,0,117,154,498,38,201
2,1,2,2,2,2,2,0,0,0,0,0,92,-1,29,412,420,11,3,1,4,1,18,6,157,84,75
2,2,2,2,2,1,0,7,1,0,4,0,114,81,498,154,80,8,2,2,0,0,6,107,122,5,31
2,1,2,0,2,2,2,3,0,0,0,0,64,19,154,126,157,5,0,1,3,1,113,51,154,11,53
2,1,2,2,2,2,2,2,0,0,1,0,91,55,268,113,119,8,3,1,3,1,112,29,68,40,119
2,1,1,2,0,1,0,3,0,0,2,0,1,51,104,36,53,8,1,0,2,0,497,38,75,53,157
1,1,1,2,2,2,2,7,1,1,2,0,412,122,157,113,238,8,1,1,3,1,23,29,38,18,92
1,2,2,1,1,2,1,11,3,1,1,1,57,64,29,117,238,3,0,0,2,0,201,113,412,498,40
1,2,2,1,0,2,1,11,5,0,3,1,238,53,157,105,25,3,0,0,1,0,25,238,498,31,420
1,1,2,2,1,2,2,8,1,1,0,0,64,122,29,119,40,8,1,0,3,1,61,122,141,31,11
2,2,1,2,2,1,1,4,0,0,3,1,51,11,6,84,266,9,2,1,0,0,31,117,90,40,412
1,2,1,1,1,1,1,11,4,2,4,1,24,117,29,40,9,2,0,0,1,0,154,31,117,497,18
2,2,1,2,2,1,0,3,0,0,1,0,59,134,40,201,31,10,3,1,2,0,12,238,157,114,121
1,1,1,1,0,1,1,10,1,0,1,1,122,51,53,55,31,1,0,0,0,0,90,157,67,119,51
2,1,1,1,1,2,2,7,1,1,1,0,51,117,92,114,103,8,1,0,2,1,18,154,157,141,10
1,2,2,2,0,1,0,9,1,0,3,0,119,157,29,53,122,7,1,0,0,0,157,119,51,42,61
1,1,1,1,1,1,1,11,3,1,4,1,31,18,141,134,6,3,0,1,0,0,25,126,67,11,122
2,1,2,2,2,1,0,2,0,0,1,0,31,141,18,238,40,10,2,1,1,0,114,238,31,92,157
2,2,1,1,2,2,2,6,1,0,0,0,122,516,40,154,90,7,1,1,2,1,7,157,119,103,55
1,1,1,1,0,1,0,8,1,0,2,0,120,17,238,33,11,0,0,0,0,0,21,516,53,91,24
1,1,1,1,0,1,0,11,2,0,2,0,141,201,134,245,2,1,0,0,0,0,498,53,157,75,122
1,1,1,1,1,1,1,11,3,1,3,1,38,498,122,157,163,1,0,0,0,0,427,114,67,157,57
1,2,1,1,1,2,0,10,2,1,3,0,91,119,67,40,53,1,0,0,2,0,245,119,201,154,-1
2,2,2,2,2,1,0,1,0,0,1,0,157,238,57,105,113,9,2,1,2,0,120,53,154,18,1
1,1,2,0,1,1,0,4,0,1,3,0,238,412,50,141,29,1,0,0,0,0,119,18,91,114,64
1,1,1,1,0,1,0,10,2,0,3,0,238,157,154,18,164,2,0,0,0,0,31,114,55,238,18
1,2,2,1,1,2,2,8,1,2,2,0,498,157,238,122,64,6,0,0,2,1,134,34,61,105,92
2,2,2,2,0,2,2,1,0,0,0,0,154,29,57,114,141,8,1,0,1,1,121,141,238,117,19
1,1,1,1,0,1,1,11,3,0,1,1,90,117,40,105,31,0,0,0,0,0,119,31,117,141,84
1,2,1,1,1,2,0,10,2,1,2,0,141,154,64,19,31,3,0,0,1,0,114,119,29,33,238
1,2,1,0,1,2,0,5,0,1,1,0,113,84,18,53,126,3,0,0,1,0,157,11,23,103,67
1,1,1,1,1,1,0,11,5,1,1,0,157,53,67,141,119,1,0,0,0,0,86,29,90,67,79
1,1,1,1,1,1,0,11,2,1,3,0,154,55,23,126,92,5,1,0,1,0,121,28,105,53,245
1,1,1,1,0,2,0,10,3,0,1,0,122,25,254,1,131,1,0,0,2,0,238,-1,16,18,80
1,1,1,0,1,1,1,4,0,1,3,1,23,84,83,119,11,1,0,0,0,0,53,154,113,157,105
2,1,2,1,2,2,1,7,1,1,2,1,55,498,117,23,105,9,1,2,3,0,412,80,497,119,105
1,2,1,1,1,1,0,10,2,1,2,0,11,24,427,67,75,1,0,0,0,0,53,154,122,86,31
1,2,1,1,0,1,1,10,2,0,1,1,38,238,498,103,67,2,0,0,0,0,157,498,201,31,150
1,2,1,1,0,2,1,8,1,0,1,1,29,24,31,122,6,5,0,0,2,0,157,29,131,141,75
1,2,2,1,1,2,2,7,2,2,2,0,238,164,105,157,7,6,0,0,2,1,59,157,21,53,122
1,2,2,0,1,2,0,5,0,1,0,0,427,122,53,45,90,3,0,0,3,0,53,45,60,80,11
1,2,0,0,0,0,0,0,0,0,0,0,24,53,21,5,105,0,0,0,0,0,420,141,64,53,105
2,1,2,2,2,2,2,2,0,0,0,0,31,105,122,53,11,9,2,1,3,1,105,24,53,114,141
2,2,1,2,2,2,1,1,0,0,0,1,29,141,236,157,136,10,2,1,2,0,29,53,238,18,55
2,1,1,1,2,1,1,6,2,2,4,1,238,122,19,23,11,10,2,1,1,0,31,238,157,79,119
1,1,2,1,1,1,0,10,2,1,2,0,43,134,11,119,157,1,0,0,0,0,134,117,11,122,157
2,2,2,1,1,2,2,7,1,2,3,0,67,29,238,498,40,5,0,1,2,1,57,55,18,141,516
1,2,1,0,0,1,0,3,0,0,2,0,122,81,64,157,53,1,0,0,0,0,119,141,53,105,126
1,2,1,1,1,2,0,9,2,1,2,0,412,20,119,38,31,5,0,0,2,0,238,114,92,141,57
1,2,2,2,2,1,0,8,1,1,2,0,154,1,114,105,31,8,1,1,2,0,141,114,40,7,119
1,1,1,1,1,2,0,8,1,1,2,0,154,113,19,75,31,3,0,0,2,0,40,119,238,141,29
2,2,1,2,1,1,0,6,0,1,2,0,6,59,57,238,31,11,4,0,1,0,53,117,3,55,516
1,2,2,2,2,1,2,9,3,0,2,0,16,157,75,84,154,7,2,2,2,1,238,18,11,157,103
1,1,1,1,0,1,1,9,1,0,1,1,53,-1,17,141,119,0,0,0,0,0,516,23,202,157,11
2,2,2,2,2,1,1,3,0,0,1,1,15,40,92,238,157,10,2,1,3,0,122,29,38,16,157
1,2,1,1,0,1,1,7,1,0,2,1,119,18,53,23,75,1,0,0,0,0,31,16,157,240,238
1,1,1,1,1,1,0,11,3,1,3,0,84,122,119,53,131,5,0,0,0,0,119,92,113,157,238
1,1,1,1,1,2,2,11,3,1,1,0,75,3,64,19,141,2,0,0,3,1,63,157,61,29,18
1,1,1,1,0,1,0,11,3,0,2,0,29,53,51,90,86,0,0,0,0,0,17,63,29,67,89
2,2,2,2,2,2,2,2,0,0,0,0,497,18,141,117,33,9,1,1,4,1,57,113,40,141,29
1,2,1,1,1,1,0,10,2,1,3,0,23,117,55,7,141,0,0,0,0,0,201,40,157,86,238
1,1,1,1,0,1,0,11,3,0,3,0,57,134,6,157,31,1,0,0,0,0,55,16,31,141,238
1,1,1,1,0,1,0,9,1,0,3,0,238,157,11,64,105,3,0,0,0,0,238,11,89,79,-1
2,1,2,2,2,2,0,0,0,0,0,0,53,31,114,67,119,11,4,1,4,0,119,53,238,122,157
1,1,1,1,1,1,1,8,2,1,3,1,64,11,29,114,7,6,0,0,1,0,7,122,51,154,119
1,1,2,1,1,1,1,10,2,1,3,1,114,238,157,117,498,5,0,0,2,0,126,51,37,-1,11
1,1,1,1,0,1,1,11,3,0,3,1,114,58,154,122,202,1,0,0,0,0,154,23,67,498,86
1,2,1,2,2,1,1,11,3,1,2,1,114,29,154,38,51,5,1,1,1,0,157,29,119,24,114
2,1,2,2,2,2,0,5,0,0,1,0,31,134,236,141,150,9,2,1,3,0,57,40,105,122,141
2,2,2,2,2,2,2,2,0,0,1,0,154,121,20,3,51,11,2,1,1,1,29,92,154,8,114
1,2,1,0,0,1,0,5,0,0,1,0,53,157,64,31,119,0,0,0,0,0,254,40,516,420,59
1,1,2,2,1,2,2,10,1,1,4,0,201,122,86,106,53,10,4,0,1,1,53,420,86,91,17
2,2,1,1,2,2,1,8,2,0,0,1,150,516,40,55,18,8,1,2,4,0,18,498,238,117,119
1,1,2,1,1,1,1,7,2,2,3,1,157,61,51,35,19,6,0,0,2,0,11,51,254,84,122
2,1,2,2,0,2,2,1,0,0,0,0,119,122,114,157,8,9,2,0,2,1,154,498,55,122,134
2,2,2,2,0,2,2,0,0,0,0,0,67,3,122,24,154,10,2,0,2,1,64,29,154,79,11
2,2,2,2,0,2,0,0,0,0,0,0,18,122,238,119,105,9,2,0,1,0,141,238,92,53,122
2,1,1,2,2,2,0,4,0,0,0,0,29,53,157,63,69,10,2,1,2,0,141,238,432,117,420
1,2,1,1,1,2,1,8,1,1,3,1,238,11,154,122,84,3,0,0,1,0,40,134,23,157,114
2,1,2,2,2,1,1,3,0,0,1,1,53,29,154,31,157,11,3,1,2,0,57,18,75,54,40
